,Unnamed: 0,School,Living_Type,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
389,126614,University of Colorado Boulder,Off-campus with family in-district(total),16256.0,16474.0,16028.0,15473.0,18047.0,17071.0,16485.0,15980.0,15814.0,10259.0,9681.0,9027.0,8333.0,7341.0,6678.0,5528.0,5183.0,7876.0
390,126614,University of Colorado Boulder,Off-campus with family in-state(total),16256.0,16474.0,16028.0,15473.0,18047.0,17071.0,16485.0,15980.0,15814.0,10259.0,9681.0,9027.0,8333.0,7341.0,6678.0,5528.0,5183.0,7876.0
391,126614,University of Colorado Boulder,Off-campus with family out-of-state(total),42074.0,41228.0,40162.0,39021.0,41081.0,39433.0,38253.0,37876.0,36992.0,31241.0,29935.0,28505.0,26495.0,25237.0,24132.0,22640.0,21499.0,23229.0
432,127741,University of Northern Colorado,On-campus in-state(total),25459.0,25494.0,24067.0,23618.0,22532.0,21983.0,20264.0,20193.0,19663.0,18942.0,18475.0,17559.0,16902.0,15294.0,14358.0,13123.0,12641.0,12182.0
433,127741,University of Northern Colorado,Off-campus with family in-district(total),14102.0,14138.0,13767.0,13450.0,12620.0,12911.0,11668.0,10747.0,10113.0,9877.0,10105.0,9775.0,9560.0,8462.0,7946.0,7169.0,6859.0,6622.0
434,127741,University of Northern Colorado,Off-campus with family in-state(total),14102.0,14138.0,13767.0,13450.0,12620.0,12911.0,11668.0,10747.0,10113.0,9877.0,10105.0,9775.0,9560.0,8462.0,7946.0,7169.0,6859.0,6622.0
435,127741,University of Northern Colorado,Off-campus with family out-of-state(total),26360.0,26006.0,25353.0,25036.0,24206.0,24455.0,23207.0,22271.0,21635.0,21061.0,19153.0,19177.0,18140.0,17042.0,16490.0,16059.0,15985.0,14916.0
460,128771,Central Connecticut State University,On-campus in-state(total),26861.0,25869.0,25215.0,25215.0,24446.0,24446.0,23197.0,22362.0,21851.0,21391.0,20304.0,19648.0,18668.0,17756.0,16956.0,16274.0,15016.0,13630.0
461,128771,Central Connecticut State University,Off-campus with family in-district(total),14333.0,14131.0,13837.0,15323.0,14882.0,15144.0,14261.0,14641.0,14375.0,14153.0,13407.0,11559.0,11067.0,10455.0,10030.0,9768.0,8832.0,8398.0
462,128771,Central Connecticut State University,Off-campus with family in-state(total),14333.0,14131.0,13837.0,15323.0,14882.0,15144.0,14261.0,14641.0,14375.0,14153.0,13407.0,11559.0,11067.0,10455.0,10030.0,9768.0,8832.0,8398.0
463,128771,Central Connecticut State University,Off-campus with family out-of-state(total),27293.0,26639.0,26526.0,28184.0,27152.0,26879.0,25766.0,25673.0,24999.0,24518.0,23099.0,20696.0,19787.0,18777.0,17968.0,17284.0,15820.0,15344.0
468,129020,University of Connecticut,On-campus in-state(total),34284.0,32404.0,31044.0,30002.0,29302.0,28274.0,27244.0,26122.0,25220.0,24738.0,23546.0,22382.0,20654.0,19580.0,18710.0,18019.0,16850.0,15846.0
469,129020,University of Connecticut,Off-campus with family in-district(total),20826.0,19330.0,18480.0,17516.0,16816.0,16150.0,15472.0,14692.0,14120.0,13616.0,13086.0,12538.0,11578.0,11088.0,10637.0,10615.0,9962.0,9304.0
470,129020,University of Connecticut,Off-campus with family in-state(total),20826.0,19330.0,18480.0,17516.0,16816.0,16150.0,15472.0,14692.0,14120.0,13616.0,13086.0,12538.0,11578.0,11088.0,10637.0,10615.0,9962.0,9304.0
471,129020,University of Connecticut,Off-campus with family out-of-state(total),43494.0,41698.0,40548.0,39308.0,38358.0,36330.0,34420.0,32524.0,31016.0,30080.0,28686.0,27250.0,25522.0,24288.0,23141.0,22447.0,20746.0,18999.0
492,130934,Delaware State University,On-campus in-state(total),24692.0,23420.0,23420.0,22058.0,22057.0,22057.0,21581.0,21581.0,22242.0,21814.0,21564.0,20141.0,19788.0,18846.0,16886.0,15757.0,15610.0,14990.0
493,130934,Delaware State University,Off-campus with family in-district(total),16146.0,15232.0,15232.0,14696.0,14877.0,14695.0,14200.0,14200.0,13920.0,11831.0,11581.0,10545.0,10446.0,10046.0,8900.0,9336.0,9069.0,8812.0
494,130934,Delaware State University,Off-campus with family in-state(total),16146.0,15232.0,15232.0,14696.0,14877.0,14695.0,14200.0,14200.0,13920.0,11831.0,11581.0,10545.0,10446.0,10046.0,8900.0,9336.0,9069.0,8812.0
495,130934,Delaware State University,Off-campus with family out-of-state(total),25182.0,24268.0,24268.0,23302.0,23484.0,23302.0,22556.0,22556.0,21916.0,19410.0,18842.0,17806.0,17400.0,16354.0,15124.0,14993.0,14049.0,13608.0
496,130943,University of Delaware,On-campus in-state(total),30288.0,29342.0,28292.0,27198.0,26650.0,26200.0,25612.0,24740.0,23688.0,22402.0,21094.0,19424.0,18398.0,17406.0,16442.0,15712.0,14916.0,13882.0
497,130943,University of Delaware,Off-campus with family in-district(total),17080.0,16480.0,17460.0,15130.0,14820.0,14642.0,14412.0,13982.0,13492.0,12508.0,11786.0,10946.0,10450.0,10040.0,9618.0,9254.0,8798.0,8060.0
498,130943,University of Delaware,Off-campus with family in-state(total),17080.0,16480.0,17460.0,15130.0,14820.0,14642.0,14412.0,13982.0,13492.0,12508.0,11786.0,10946.0,10450.0,10040.0,9618.0,9254.0,8798.0,8060.0
499,130943,University of Delaware,Off-campus with family out-of-state(total),38510.0,37110.0,37450.0,34550.0,33720.0,32992.0,32232.0,31072.0,29762.0,27708.0,25486.0,23426.0,21700.0,20750.0,19774.0,18940.0,18328.0,17590.0
520,132903,University of Central Florida,On-campus in-state(total),22548.0,22548.0,22254.0,22254.0,22222.0,20890.0,20839.0,20769.0,19158.0,18595.0,18100.0,17522.0,16861.0,16710.0,16121.0,14948.0,14427.0,12312.0
521,132903,University of Central Florida,Off-campus with family in-district(total),12538.0,12538.0,12490.0,12490.0,12458.0,11590.0,11539.0,11469.0,10584.0,10021.0,9526.0,8948.0,8287.0,8182.0,7875.0,7550.0,7236.0,7580.0
522,132903,University of Central Florida,Off-campus with family in-state(total),12538.0,12538.0,12490.0,12490.0,12458.0,11590.0,11539.0,11469.0,10584.0,10021.0,9526.0,8948.0,8287.0,8182.0,7875.0,7550.0,7236.0,7580.0
523,132903,University of Central Florida,Off-campus with family out-of-state(total),28637.0,28637.0,28589.0,28589.0,28557.0,27689.0,27638.0,27567.0,26064.0,25500.0,25005.0,24427.0,22490.0,21707.0,21007.0,20056.0,18264.0,16989.0
540,133650,Florida Agricultural and Mechanical University,On-campus in-state(total),23433.0,23207.0,22881.0,22420.0,20389.0,19585.0,19545.0,19317.0,18219.0,16833.0,15374.0,14414.0,13070.0,12678.0,12425.0,12136.0,13094.0,13167.0
541,133650,Florida Agricultural and Mechanical University,Off-campus with family in-district(total),13399.0,13313.0,13169.0,13236.0,11163.0,11097.0,11053.0,11021.0,10275.0,9519.0,8798.0,8048.0,4274.0,4674.0,4458.0,4252.0,4102.0,7665.0
542,133650,Florida Agricultural and Mechanical University,Off-campus with family in-state(total),13399.0,13313.0,13169.0,13236.0,11163.0,11097.0,11053.0,11021.0,10275.0,9519.0,8798.0,8048.0,4274.0,4674.0,4458.0,4252.0,4102.0,7665.0
543,133650,Florida Agricultural and Mechanical University,Off-campus with family out-of-state(total),25339.0,25253.0,25109.0,25176.0,23103.0,23037.0,22993.0,22962.0,22216.0,21460.0,20739.0,19988.0,16190.0,16596.0,16449.0,16349.0,14458.0,17196.0
544,133669,Florida Atlantic University,On-campus in-state(total),25459.0,24235.0,23359.0,22645.0,22255.0,21871.0,21583.0,21295.0,19814.0,18056.0,17345.0,14200.0,13557.0,13124.0,12679.0,10977.0,9945.0,9769.0
545,133669,Florida Atlantic University,Off-campus with family in-district(total),14587.0,13455.0,12554.0,11869.0,11691.0,11375.0,12658.0,12681.0,11105.0,9226.0,8601.0,3696.0,3441.0,3386.0,3307.0,3160.0,3014.0,4169.0
546,133669,Florida Atlantic University,Off-campus with family in-state(total),14587.0,13455.0,12554.0,11869.0,11691.0,11375.0,12658.0,12681.0,11105.0,9226.0,8601.0,3696.0,3441.0,3386.0,3307.0,3160.0,3014.0,4169.0
547,133669,Florida Atlantic University,Off-campus with family out-of-state(total),27032.0,25900.0,24999.0,24314.0,24136.0,23820.0,25102.0,25126.0,22613.0,19896.0,19278.0,14677.0,13893.0,13837.0,13813.0,13165.0,11824.0,11791.0
552,133951,Florida International University,On-campus in-state(total),23865.0,23496.0,23688.0,23512.0,23240.0,23111.0,22968.0,23347.0,22420.0,21852.0,21654.0,20186.0,18897.0,17114.0,16912.0,14975.0,15429.0,14868.0
553,133951,Florida International University,Off-campus with family in-district(total),15785.0,15624.0,15746.0,15542.0,15414.0,15285.0,15100.0,14803.0,13796.0,13078.0,10304.0,9662.0,8863.0,8386.0,8352.0,8158.0,8190.0,7900.0
554,133951,Florida International University,Off-campus with family in-state(total),15785.0,15614.0,15746.0,15542.0,15414.0,15285.0,15100.0,14803.0,13796.0,13078.0,10304.0,9662.0,8863.0,8386.0,8352.0,8158.0,8190.0,7900.0
555,133951,Florida International University,Off-campus with family out-of-state(total),28183.0,28022.0,28144.0,27940.0,27812.0,27683.0,27499.0,27202.0,26195.0,25478.0,22704.0,22060.0,21262.0,20784.0,20752.0,20664.0,19218.0,17365.0
560,134097,Florida State University,On-campus in-state(total),22446.0,22168.0,21774.0,22575.0,22071.0,21599.0,21543.0,20920.0,20372.0,18756.0,17880.0,17452.0,15817.0,14515.0,14088.0,13228.0,12310.0,11762.0
561,134097,Florida State University,Off-campus with family in-district(total),11666.0,11502.0,11316.0,12271.0,11807.0,11391.0,11631.0,11294.0,10960.0,10366.0,9272.0,9562.0,8305.0,6961.0,6528.0,6162.0,5636.0,5408.0
562,134097,Florida State University,Off-campus with family in-state(total),11666.0,11502.0,11316.0,12271.0,11807.0,11391.0,11631.0,11294.0,10960.0,10366.0,9272.0,9562.0,8305.0,6961.0,6528.0,6162.0,5636.0,5408.0
563,134097,Florida State University,Off-campus with family out-of-state(total),24796.0,24632.0,24446.0,27437.0,26973.0,26557.0,26797.0,26462.0,26086.0,24810.0,23717.0,24006.0,21437.0,20093.0,19660.0,18668.0,16664.0,14952.0
568,134130,University of Florida,On-campus in-state(total),21211.0,21211.0,21131.0,21251.0,20661.0,20553.0,20213.0,20553.0,19787.0,17874.0,16183.0,15248.0,14436.0,13726.0,13104.0,12715.0,12150.0,11716.0
569,134130,University of Florida,Off-campus with family in-district(total),10991.0,11091.0,11221.0,11341.0,11011.0,10923.0,10693.0,11183.0,10987.0,9234.0,8683.0,8098.0,7416.0,7136.0,6844.0,6675.0,6350.0,3495.0
570,134130,University of Florida,Off-campus with family in-state(total),10991.0,11091.0,11221.0,11341.0,11011.0,10923.0,10693.0,11183.0,10987.0,9234.0,8683.0,8098.0,7416.0,7136.0,6844.0,6675.0,6350.0,6076.0
571,134130,University of Florida,Off-campus with family out-of-state(total),33269.0,33369.0,33499.0,33619.0,33289.0,33201.0,32971.0,33460.0,33264.0,31511.0,28054.0,24943.0,22001.0,21721.0,20972.0,19547.0,17378.0,15541.0
608,136172,University of North Florida,On-campus in-state(total),21379.0,21384.0,21210.0,21210.0,21102.0,21077.0,20575.0,20116.0,19057.0,18109.0,19021.0,16871.0,14793.0,12815.0,11009.0,10495.0,9692.0,9138.0
609,136172,University of North Florida,Off-campus with family in-district(total),11644.0,11649.0,11428.0,11428.0,11428.0,11943.0,11913.0,11926.0,10605.0,9787.0,9039.0,8828.0,8116.0,6547.0,4369.0,4217.0,3836.0,3652.0
610,136172,University of North Florida,Off-campus with family in-state(total),11644.0,11649.0,11428.0,11428.0,11428.0,11943.0,11913.0,11926.0,10605.0,9787.0,9039.0,8828.0,8113.0,6547.0,4369.0,4217.0,3836.0,3652.0
611,136172,University of North Florida,Off-campus with family out-of-state(total),26048.0,26053.0,25832.0,25832.0,25832.0,26347.0,26316.0,26385.0,23993.0,23175.0,22428.0,20470.0,19758.0,15949.0,13682.0,13616.0,12120.0,10846.0
732,139931,Georgia Southern University,On-campus in-state(total),23497.0,23014.0,22860.0,22927.0,22927.0,22776.0,22269.0,21894.0,21529.0,20604.0,16860.0,15848.0,14942.0,13712.0,13228.0,12500.0,11220.0,9974.0
733,139931,Georgia Southern University,Off-campus with family in-district(total),13467.0,13764.0,13210.0,13127.0,13127.0,13024.0,13147.0,12604.0,6859.0,6540.0,5860.0,5548.0,5282.0,7212.0,6928.0,6500.0,5592.0,5354.0
734,139931,Georgia Southern University,Off-campus with family in-state(total),13467.0,13764.0,13210.0,13127.0,13127.0,13024.0,13147.0,12604.0,6859.0,6540.0,5860.0,5548.0,5282.0,7212.0,6928.0,6500.0,5592.0,5354.0
735,139931,Georgia Southern University,Off-campus with family out-of-state(total),24522.0,24550.0,23996.0,23701.0,23701.0,23341.0,23213.0,22425.0,16440.0,16116.0,15436.0,15130.0,14154.0,14894.0,14244.0,13468.0,12228.0,11384.0
736,139940,Georgia State University,On-campus in-state(total),29725.0,26014.0,26432.0,27088.0,26214.0,25500.0,26008.0,24594.0,24198.0,23466.0,22874.0,20109.0,18487.0,16988.0,14610.0,13624.0,12478.0,15718.0
737,139940,Georgia State University,Off-campus with family in-district(total),16182.0,12802.0,12802.0,14974.0,14584.0,14228.0,15538.0,15154.0,14900.0,14188.0,13788.0,10884.0,10053.0,9724.0,7630.0,6894.0,6660.0,8682.0
738,139940,Georgia State University,Off-campus with family in-state(total),16182.0,12802.0,12802.0,14974.0,14584.0,14228.0,15538.0,15154.0,14900.0,14188.0,13788.0,10884.0,10053.0,9724.0,7630.0,6894.0,6660.0,8682.0
739,139940,Georgia State University,Off-campus with family out-of-state(total),31413.0,27661.0,27661.0,29542.0,29152.0,28796.0,33748.0,35452.0,33110.0,32398.0,31398.0,25664.0,22529.0,21402.0,18544.0,17000.0,16284.0,17052.0
740,139959,University of Georgia,On-campus in-state(total),27450.0,26688.0,26404.0,26208.0,25134.0,22680.0,22064.0,21250.0,20820.0,19736.0,18000.0,16758.0,16054.0,14812.0,13804.0,12768.0,12274.0,11530.0
741,139959,University of Georgia,Off-campus with family in-district(total),17720.0,17190.0,16884.0,16592.0,15684.0,13816.0,13742.0,13230.0,13046.0,12186.0,10611.0,6930.0,6462.0,5764.0,5428.0,5022.0,4778.0,6842.0
742,139959,University of Georgia,Off-campus with family in-state(total),17720.0,17190.0,16884.0,16592.0,15684.0,13816.0,13742.0,13230.0,13046.0,12186.0,10611.0,6930.0,6462.0,5764.0,5428.0,5022.0,4778.0,6842.0
743,139959,University of Georgia,Off-campus with family out-of-state(total),36760.0,35764.0,35458.0,34802.0,33894.0,32026.0,31952.0,31440.0,31256.0,30396.0,28821.0,23242.0,21566.0,18840.0,17648.0,16338.0,15554.0,16212.0
748,140960,Savannah State University,On-campus in-state(total),17255.0,17255.0,16999.0,16872.0,16872.0,16956.0,16174.0,15854.0,16236.0,15412.0,14232.0,12392.0,11744.0,11838.0,10672.0,10456.0,10128.0,9814.0
749,140960,Savannah State University,Off-campus with family in-district(total),9793.0,9793.0,9651.0,9570.0,9896.0,9866.0,9220.0,9090.0,9832.0,9324.0,8274.0,6748.0,6396.0,6078.0,5956.0,5840.0,5630.0,5428.0
750,140960,Savannah State University,Off-campus with family in-state(total),9793.0,9793.0,9651.0,9570.0,9896.0,9866.0,9220.0,9090.0,9832.0,9324.0,8274.0,6748.0,6396.0,6078.0,5956.0,5840.0,5630.0,5428.0
751,140960,Savannah State University,Off-campus with family out-of-state(total),20254.0,20254.0,20112.0,19826.0,20152.0,19871.0,18981.0,18612.0,21446.0,20938.0,19888.0,16040.0,15000.0,13760.0,13272.0,12804.0,12266.0,11458.0
764,141574,University of Hawaii at Manoa,On-campus in-state(total),29823.0,29858.0,29518.0,28613.0,28724.0,26832.0,22996.0,22227.0,22071.0,20380.0,18458.0,16828.0,15597.0,14456.0,13074.0,12049.0,11933.0,11908.0
765,141574,University of Hawaii at Manoa,Off-campus with family in-district(total),16098.0,15816.0,15500.0,15258.0,14308.0,13312.0,12544.0,11972.0,11574.0,10752.0,9756.0,9059.0,8072.0,7090.0,6197.0,5831.0,5715.0,5690.0
766,141574,University of Hawaii at Manoa,Off-campus with family in-state(total),16098.0,15816.0,15500.0,15258.0,14308.0,13312.0,12544.0,11972.0,11574.0,10752.0,9756.0,9059.0,8072.0,7090.0,6197.0,5831.0,5715.0,5690.0
767,141574,University of Hawaii at Manoa,Off-campus with family out-of-state(total),38130.0,37848.0,37532.0,37290.0,34660.0,32104.0,30112.0,28220.0,26406.0,24192.0,21804.0,19715.0,17336.0,14962.0,12677.0,12311.0,12195.0,12080.0
776,142115,Boise State University,On-campus in-state(total),24300.0,23076.0,21932.0,19424.0,20372.0,19184.0,19718.0,20218.0,19192.0,17636.0,16668.0,15330.0,15052.0,14514.0,13501.0,12850.0,12163.0,11877.0
777,142115,Boise State University,Off-campus with family in-district(total),12182.0,11756.0,11234.0,10988.0,11856.0,11405.0,11004.0,11310.0,10262.0,9348.0,8870.0,9244.0,8900.0,7602.0,7250.0,6794.0,6450.0,6541.0
778,142115,Boise State University,Off-campus with family in-state(total),12182.0,11756.0,11234.0,10988.0,11856.0,11405.0,11004.0,11310.0,10262.0,9348.0,8870.0,9244.0,8900.0,7602.0,7250.0,6794.0,6450.0,6541.0
779,142115,Boise State University,Off-campus with family out-of-state(total),29102.0,27838.0,26550.0,25438.0,25906.0,24257.0,23604.0,22750.0,20662.0,18804.0,17874.0,17820.0,17068.0,15380.0,14658.0,13850.0,13170.0,12941.0
780,142276,Idaho State University,On-campus in-state(total),22247.0,21548.0,21111.0,20540.0,20043.0,19692.0,18993.0,19784.0,19410.0,18025.0,17577.0,16808.0,13708.0,13120.0,12840.0,11890.0,11340.0,11380.0
781,142276,Idaho State University,Off-campus with family in-district(total),14793.0,14341.0,14087.0,13877.0,13705.0,13487.0,12788.0,11720.0,11346.0,10529.0,10081.0,8855.0,8362.0,8132.0,7852.0,7040.0,6660.0,6790.0
782,142276,Idaho State University,Off-campus with family in-state(total),14793.0,14341.0,14087.0,13877.0,13705.0,13487.0,12788.0,11720.0,11346.0,10529.0,10081.0,8855.0,8362.0,8132.0,7852.0,7040.0,6660.0,6790.0
783,142276,Idaho State University,Off-campus with family out-of-state(total),31089.0,29861.0,28863.0,27944.0,27103.0,26247.0,25120.0,23520.0,22582.0,21029.0,19883.0,18059.0,17046.0,16402.0,15552.0,14120.0,13260.0,13030.0
784,142285,University of Idaho,On-campus in-state(total),21820.0,21350.0,21300.0,20640.0,20294.0,19700.0,19700.0,19700.0,19100.0,18700.0,18480.0,17370.0,16590.0,15520.0,14310.0,13300.0,12650.0,11980.0
785,142285,University of Idaho,Off-campus with family in-district(total),12784.0,12130.0,12538.0,12180.0,12188.0,13184.0,13046.0,13616.0,13394.0,6876.0,6406.0,10608.0,10166.0,9824.0,8968.0,8266.0,7782.0,7300.0
786,142285,University of Idaho,Off-campus with family in-state(total),12784.0,12130.0,12538.0,12180.0,12188.0,13184.0,13046.0,13616.0,13394.0,6876.0,6406.0,10608.0,10166.0,9824.0,8968.0,8266.0,7782.0,7300.0
787,142285,University of Idaho,Off-campus with family out-of-state(total),32020.0,29766.0,28862.0,26988.0,26192.0,26714.0,26122.0,26404.0,25914.0,18468.0,16486.0,20688.0,20246.0,19424.0,17738.0,16286.0,15174.0,14020.0
796,144005,Chicago State University,On-campus in-state(total),26341.0,24587.0,24676.0,24891.0,24417.0,24016.0,23202.0,22480.0,23584.0,22794.0,20846.0,19854.0,18346.0,18330.0,17537.0,16943.0,14582.0,13974.0
797,144005,Chicago State University,Off-campus with family in-district(total),17617.0,15863.0,15952.0,16167.0,15694.0,15546.0,14732.0,14258.0,15362.0,14964.0,13406.0,12604.0,11594.0,11838.0,11325.0,10843.0,9082.0,8474.0
798,144005,Chicago State University,Off-campus with family in-state(total),17617.0,15863.0,15952.0,16167.0,15694.0,15546.0,14732.0,14258.0,15362.0,14964.0,13406.0,12604.0,11594.0,11838.0,11325.0,10843.0,9082.0,8474.0
799,144005,Chicago State University,Off-campus with family out-of-state(total),24985.0,22823.0,22912.0,23127.0,22654.0,22506.0,21124.0,20354.0,21962.0,21372.0,19322.0,18028.0,16490.0,17448.0,16515.0,15673.0,15467.0,13939.0
800,144892,Eastern Illinois University,On-campus in-state(total),24653.0,24305.0,23631.0,23343.0,23100.0,23979.0,24015.0,23528.0,22128.0,20941.0,19877.0,18440.0,17294.0,15979.0,14819.0,13781.0,12606.0,12898.0
801,144892,Eastern Illinois University,Off-campus with family in-district(total),15499.0,15249.0,15068.0,14970.0,14443.0,15554.0,15590.0,15157.0,10654.0,10107.0,9549.0,8902.0,8110.0,7189.0,6493.0,5901.0,5102.0,7358.0
802,144892,Eastern Illinois University,Off-campus with family in-state(total),15499.0,15249.0,15068.0,14970.0,14443.0,15554.0,15590.0,15157.0,10654.0,10107.0,9549.0,8902.0,8110.0,7189.0,6493.0,5901.0,5102.0,7358.0
803,144892,Eastern Illinois University,Off-campus with family out-of-state(total),17779.0,17469.0,17258.0,17130.0,16573.0,32534.0,32570.0,31897.0,26794.0,25347.0,23889.0,21982.0,19774.0,17601.0,15751.0,14166.0,12227.0,13865.0
808,145600,University of Illinois at Chicago,On-campus in-state(total),31381.0,30866.0,30662.0,30034.0,29574.0,29533.0,29320.0,28627.0,27878.0,26878.0,25355.0,24166.0,22264.0,21624.0,19426.0,18608.0,17478.0,16912.0
809,145600,University of Illinois at Chicago,Off-campus with family in-district(total),20402.0,20292.0,20232.0,20192.0,20192.0,20162.0,19938.0,19650.0,19184.0,18330.0,17420.0,15596.0,14846.0,13842.0,12574.0,11900.0,11034.0,10668.0
810,145600,University of Illinois at Chicago,Off-campus with family in-state(total),20402.0,20292.0,20232.0,20192.0,20192.0,20162.0,19938.0,19650.0,19184.0,18330.0,17420.0,15596.0,14846.0,13842.0,12574.0,11900.0,11034.0,10668.0
811,145600,University of Illinois at Chicago,Off-campus with family out-of-state(total),34094.0,33508.0,33088.0,33048.0,33048.0,32552.0,32328.0,32040.0,31574.0,30720.0,29810.0,27986.0,27236.0,26232.0,24964.0,23148.0,20730.0,17996.0
812,145637,University of Illinois at Urbana-Champaign,On-campus in-state(total),30302.0,30102.0,30082.0,30064.0,29764.0,29568.0,29086.0,28564.0,27628.0,26538.0,25110.0,24186.0,23036.0,21118.0,19250.0,18202.0,16886.0,16260.0
813,145637,University of Illinois at Urbana-Champaign,Off-campus with family in-district(total),16322.0,16294.0,16274.0,16258.0,16254.0,16220.0,15950.0,15722.0,15038.0,14296.0,13316.0,12912.0,12330.0,10882.0,9584.0,8864.0,7792.0,9900.0
814,145637,University of Illinois at Urbana-Champaign,Off-campus with family in-state(total),16322.0,16294.0,16274.0,16258.0,16254.0,16220.0,15950.0,15722.0,15038.0,14296.0,13316.0,12912.0,12330.0,10882.0,9584.0,8864.0,7792.0,9900.0
815,145637,University of Illinois at Urbana-Champaign,Off-campus with family out-of-state(total),33464.0,32864.0,32394.0,31880.0,31414.0,30846.0,30332.0,29864.0,29180.0,28438.0,27458.0,26696.0,26416.0,24968.0,23670.0,21784.0,18828.0,18504.0
816,145813,Illinois State University,On-campus in-state(total),31124.0,29758.0,28929.0,28197.0,27421.0,27018.0,26259.0,25416.0,24816.0,24270.0,22751.0,21427.0,19828.0,18021.0,16553.0,15982.0,14828.0,13338.0
817,145813,Illinois State University,Off-campus with family in-district(total),21191.0,20920.0,21075.0,20797.0,16298.0,16267.0,15407.0,15021.0,12906.0,12440.0,11615.0,10747.0,9907.0,8901.0,7919.0,7153.0,6316.0,9178.0
818,145813,Illinois State University,Off-campus with family in-state(total),21191.0,20920.0,21075.0,20797.0,16298.0,16267.0,15407.0,15021.0,12906.0,12440.0,11615.0,10747.0,9907.0,8901.0,7919.0,7153.0,6316.0,9178.0
819,145813,Illinois State University,Off-campus with family out-of-state(total),32715.0,32444.0,32182.0,31904.0,24114.0,23857.0,22847.0,22311.0,19866.0,18980.0,17645.0,17377.0,17227.0,15591.0,13799.0,12373.0,10786.0,13368.0
820,147703,Northern Illinois University,On-campus in-state(total),28980.0,29117.0,32636.0,32740.0,29065.0,28223.0,28342.0,28000.0,27360.0,25190.0,23262.0,21372.0,19489.0,18230.0,17062.0,15591.0,13731.0,12999.0
821,147703,Northern Illinois University,Off-campus with family in-district(total),19062.0,19311.0,23418.0,23112.0,18299.0,17467.0,16938.0,16964.0,17054.0,15440.0,14318.0,13028.0,9789.0,9072.0,8228.0,14591.0,13279.0,12539.0
822,147703,Northern Illinois University,Off-campus with family in-state(total),19062.0,19311.0,23418.0,23112.0,18299.0,17467.0,16938.0,16964.0,17054.0,15440.0,14318.0,13028.0,9789.0,9072.0,8228.0,14591.0,13279.0,12539.0
823,147703,Northern Illinois University,Off-campus with family out-of-state(total),19062.0,19311.0,23418.0,28792.0,27765.0,26746.0,26034.0,26452.0,26112.0,23920.0,22062.0,20196.0,15939.0,14622.0,13290.0,19202.0,17236.0,16119.0
832,149222,Southern Illinois University-Carbondale,On-campus in-state(total),29567.0,29367.0,28595.0,27708.0,27174.0,25983.0,25409.0,24435.0,23467.0,22532.0,21913.0,20750.0,18901.0,17250.0,15628.0,14757.0,13596.0,12698.0
833,149222,Southern Illinois University-Carbondale,Off-campus with family in-district(total),18945.0,18745.0,17973.0,17522.0,17178.0,16289.0,15882.0,15309.0,14819.0,14240.0,13831.0,10713.0,9799.0,8695.0,7671.0,7180.0,6181.0,9128.0
834,149222,Southern Illinois University-Carbondale,Off-campus with family in-state(total),18945.0,18745.0,17973.0,17522.0,17178.0,16289.0,15882.0,15309.0,14819.0,14240.0,13831.0,10713.0,9799.0,8695.0,7671.0,7180.0,6181.0,9128.0
835,149222,Southern Illinois University-Carbondale,Off-campus with family out-of-state(total),33401.0,33201.0,32148.0,31171.0,30431.0,28912.0,28505.0,27562.0,26510.0,25175.0,24766.0,21175.0,19321.0,17407.0,15636.0,14560.0,10426.0,12788.0
836,149231,Southern Illinois University-Edwardsville,On-campus in-state(total),25921.0,25637.0,24616.0,23827.0,22995.0,23624.0,23728.0,22359.0,21663.0,24564.0,24531.0,23624.0,18186.0,16579.0,14907.0,14138.0,13144.0,12202.0
837,149231,Southern Illinois University-Edwardsville,Off-campus with family in-district(total),16040.0,15876.0,15135.0,14616.0,13944.0,14843.0,14538.0,14078.0,13612.0,16743.0,17070.0,16553.0,11406.0,6616.0,9088.0,8494.0,7781.0,7186.0
838,149231,Southern Illinois University-Edwardsville,Off-campus with family in-state(total),16040.0,15876.0,15135.0,14616.0,13944.0,14843.0,14538.0,14078.0,13612.0,16743.0,17070.0,16553.0,11406.0,6616.0,9088.0,8494.0,7781.0,7186.0
839,149231,Southern Illinois University-Edwardsville,Off-campus with family out-of-state(total),16040.0,15876.0,15135.0,27144.0,25437.0,25787.0,25482.0,24500.0,23557.0,26045.0,26372.0,25328.0,19248.0,13753.0,15613.0,14514.0,11141.0,10156.0
840,149772,Western Illinois University,On-campus in-state(total),26548.0,25997.0,25835.0,25045.0,25406.0,25234.0,25074.0,24375.0,23420.0,22485.0,21692.0,20107.0,18893.0,17607.0,16496.0,16255.0,15029.0,12684.0
841,149772,Western Illinois University,Off-campus with family in-district(total),18568.0,18007.0,17865.0,17125.0,17626.0,16926.0,13177.0,12382.0,11919.0,11349.0,10817.0,10012.0,9229.0,8461.0,7899.0,9711.0,8792.0,8139.0
842,149772,Western Illinois University,Off-campus with family in-state(total),18568.0,18007.0,17865.0,17125.0,17626.0,16926.0,13177.0,12382.0,11919.0,11349.0,10817.0,10012.0,9229.0,8461.0,7899.0,9711.0,8792.0,8139.0
843,149772,Western Illinois University,Off-campus with family out-of-state(total),18568.0,18007.0,17865.0,17125.0,17626.0,21242.0,17379.0,16388.0,15743.0,14958.0,14206.0,13240.0,12177.0,11181.0,10383.0,14249.0,12707.0,11604.0
