,Unnamed: 0,School,Living_Type,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
1062,161253,University of Maine,Off-campus with family in-state(total),14638.0,14370.0,14102.0,13828.0,13810.0,13806.0,13800.0,13794.0,13788.0,13342.0,12826.0,12300.0,9330.0,8464.0,7910.0,7028.0,6614.0,8450.0
1063,161253,University of Maine,Off-campus with family out-of-state(total),34948.0,34170.0,33482.0,32698.0,32080.0,31686.0,31170.0,30654.0,29556.0,28372.0,27976.0,25710.0,21540.0,19414.0,18050.0,16358.0,15314.0,16520.0
1084,162283,Coppin State University,On-campus in-state(total),23805.0,23332.0,21412.0,21376.0,21148.0,20146.0,19091.0,18572.0,18467.0,17604.0,17123.0,16304.0,15730.0,15522.0,15302.0,15020.0,14426.0,13702.0
1085,162283,Coppin State University,Off-campus with family in-district(total),13450.0,13359.0,11960.0,11924.0,11832.0,11110.0,10738.0,10551.0,10218.0,10033.0,9927.0,9466.0,9231.0,9396.0,9363.0,9084.0,8769.0,7589.0
1086,162283,Coppin State University,Off-campus with family in-state(total),13450.0,13359.0,11960.0,11924.0,11832.0,11110.0,10738.0,10551.0,10218.0,10033.0,9927.0,9466.0,9231.0,9396.0,9363.0,9084.0,8769.0,7589.0
1087,162283,Coppin State University,Off-campus with family out-of-state(total),19847.0,19630.0,18108.0,17654.0,17356.0,16371.0,15672.0,15342.0,14709.0,19233.0,18622.0,17239.0,16254.0,16420.0,15854.0,15256.0,14591.0,12998.0
1096,163268,University of Maryland-Baltimore County,On-campus in-state(total),29030.0,28058.0,27538.0,26894.0,26506.0,25320.0,24762.0,24150.0,23274.0,22651.0,22014.0,21260.0,20808.0,20445.0,19656.0,18686.0,17712.0,15799.0
1097,163268,University of Maryland-Baltimore County,Off-campus with family in-district(total),17580.0,16900.0,16582.0,16098.0,15824.0,15172.0,14804.0,15184.0,14887.0,14591.0,14292.0,14200.0,14050.0,13964.0,13470.0,12966.0,11947.0,10742.0
1098,163268,University of Maryland-Baltimore County,Off-campus with family in-state(total),17580.0,16900.0,16582.0,16098.0,15824.0,15172.0,14804.0,15184.0,14887.0,14591.0,14292.0,14200.0,14050.0,13964.0,13470.0,12966.0,11947.0,10742.0
1099,163268,University of Maryland-Baltimore County,Off-campus with family out-of-state(total),33214.0,31994.0,30718.0,29326.0,28588.0,27470.0,26378.0,26245.0,25290.0,24528.0,23633.0,22932.0,22782.0,22696.0,21546.0,20566.0,18849.0,16926.0
1100,163286,University of Maryland-College Park,On-campus in-state(total),27866.0,27146.0,26491.0,26063.0,24588.0,24352.0,23734.0,23346.0,22632.0,22263.0,21677.0,21362.0,20872.0,20550.0,19773.0,18806.0,17959.0,16531.0
1101,163286,University of Maryland-College Park,Off-campus with family in-district(total),16231.0,16017.0,15715.0,15313.0,14992.0,14381.0,14116.0,13862.0,13555.0,12465.0,12102.0,12054.0,12018.0,11788.0,8773.0,8319.0,7645.0,9290.0
1102,163286,University of Maryland-College Park,Off-campus with family in-state(total),16231.0,16017.0,15715.0,15313.0,14992.0,14381.0,14116.0,13862.0,13555.0,12465.0,12102.0,12054.0,12018.0,11788.0,8773.0,8319.0,7645.0,9290.0
1103,163286,University of Maryland-College Park,Off-campus with family out-of-state(total),42343.0,40638.0,38922.0,37177.0,36140.0,34674.0,33302.0,32241.0,30926.0,28880.0,28039.0,27124.0,25457.0,25227.0,21097.0,19619.0,18319.0,18492.0
1104,163338,University of Maryland Eastern Shore,On-campus in-state(total),24693.0,24216.0,23715.0,22192.0,21739.0,22081.0,21472.0,20587.0,19740.0,19363.0,18912.0,18442.0,17698.0,16868.0,16018.0,15038.0,13735.0,12891.0
1105,163338,University of Maryland Eastern Shore,Off-campus with family in-district(total),20125.0,19869.0,19609.0,17354.0,17175.0,18953.0,18414.0,17679.0,16832.0,16005.0,15532.0,7842.0,7788.0,9208.0,8808.0,8258.0,6105.0,7361.0
1106,163338,University of Maryland Eastern Shore,Off-campus with family in-state(total),20125.0,19869.0,19609.0,17354.0,17175.0,18953.0,18414.0,17679.0,16832.0,16005.0,15532.0,7842.0,7788.0,9208.0,8808.0,8258.0,6105.0,7361.0
1107,163338,University of Maryland Eastern Shore,Off-campus with family out-of-state(total),30535.0,30075.0,29615.0,26738.0,26237.0,27977.0,26920.0,25815.0,24613.0,23446.0,22756.0,14630.0,14355.0,15775.0,14964.0,14121.0,11440.0,12199.0
1108,163453,Morgan State University,On-campus in-state(total),23687.0,24601.0,24611.0,24321.0,23949.0,22980.0,22269.0,20740.0,20623.0,20197.0,19738.0,19318.0,18618.0,18184.0,17750.0,17148.0,16298.0,15708.0
1109,163453,Morgan State University,Off-campus with family in-district(total),13573.0,13699.0,14061.0,13931.0,13803.0,13598.0,12863.0,12062.0,12073.0,11777.0,11598.0,11488.0,11368.0,11254.0,11160.0,10768.0,10128.0,9748.0
1110,163453,Morgan State University,Off-campus with family in-state(total),13573.0,13699.0,14061.0,13931.0,13803.0,13598.0,12863.0,12062.0,12073.0,11777.0,11598.0,11488.0,11368.0,11254.0,11160.0,10768.0,10128.0,9748.0
1111,163453,Morgan State University,Off-campus with family out-of-state(total),24045.0,23966.0,24127.0,23799.0,23477.0,23082.0,22277.0,21406.0,21279.0,20914.0,20468.0,19978.0,19488.0,19014.0,18570.0,18008.0,17126.0,16168.0
1120,164076,Towson University,On-campus in-state(total),27474.0,26834.0,26308.0,25336.0,24668.0,23706.0,23166.0,22650.0,22028.0,21948.0,20766.0,20134.0,19562.0,19486.0,18764.0,18056.0,16626.0,15633.0
1121,164076,Towson University,Off-campus with family in-district(total),14578.0,14320.0,14074.0,13538.0,13312.0,12720.0,12454.0,12262.0,12036.0,12258.0,12020.0,11956.0,11704.0,11588.0,11286.0,10862.0,9778.0,8833.0
1122,164076,Towson University,Off-campus with family in-state(total),14578.0,14320.0,14074.0,13538.0,13312.0,12720.0,12454.0,12262.0,12036.0,12258.0,12020.0,11956.0,11704.0,11588.0,11286.0,10862.0,9778.0,8833.0
1123,164076,Towson University,Off-campus with family out-of-state(total),28714.0,27588.0,26520.0,25206.0,24918.0,24398.0,24132.0,23884.0,23548.0,23716.0,22834.0,22502.0,21644.0,20946.0,20220.0,19542.0,17850.0,16185.0
1140,166513,University of Massachusetts-Lowell,On-campus in-state(total),31332.0,30552.0,29918.0,29002.0,27723.0,26351.0,25473.0,24711.0,23359.0,22116.0,22148.0,20365.0,17580.0,16509.0,16146.0,15502.0,14562.0,12235.0
1141,166513,University of Massachusetts-Lowell,Off-campus with family in-district(total),20272.0,19804.0,19422.0,18929.0,18053.0,17073.0,16679.0,16429.0,15839.0,13548.0,15513.0,15485.0,13007.0,12314.0,12634.0,12356.0,11600.0,9475.0
1142,166513,University of Massachusetts-Lowell,Off-campus with family in-state(total),20272.0,19804.0,19422.0,18929.0,18053.0,17073.0,16679.0,16429.0,15839.0,13548.0,15513.0,15485.0,13007.0,12314.0,12634.0,12356.0,11600.0,9475.0
1143,166513,University of Massachusetts-Lowell,Off-campus with family out-of-state(total),38198.0,37451.0,36487.0,35497.0,33751.0,32026.0,30728.0,29478.0,28278.0,25987.0,27533.0,26051.0,24660.0,23584.0,23536.0,22889.0,22038.0,18913.0
1184,169248,Central Michigan University,On-campus in-state(total),25368.0,24889.0,24076.0,23494.0,22922.0,22500.0,22004.0,21646.0,20556.0,20022.0,20297.0,19437.0,18676.0,16122.0,15812.0,13915.0,13520.0,12761.0
1185,169248,Central Michigan University,Off-campus with family in-district(total),15040.0,14813.0,14340.0,14088.0,14520.0,14220.0,13960.0,13270.0,11024.0,10688.0,11170.0,10720.0,10120.0,7470.0,7390.0,6145.0,5968.0,7237.0
1186,169248,Central Michigan University,Off-campus with family in-state(total),15040.0,14813.0,14340.0,14088.0,14520.0,14220.0,13960.0,13270.0,11024.0,10688.0,11170.0,10720.0,10120.0,7470.0,7390.0,6145.0,5968.0,7237.0
1187,169248,Central Michigan University,Off-campus with family out-of-state(total),26200.0,25973.0,25500.0,25608.0,26340.0,26340.0,26410.0,25990.0,23092.0,23092.0,24670.0,23590.0,22210.0,16035.0,15850.0,13247.0,12898.0,13609.0
1188,169798,Eastern Michigan University,On-campus in-state(total),27566.0,26196.0,25307.0,23385.0,23385.0,21155.0,20756.0,19968.0,19469.0,19456.0,19114.0,18239.0,17282.0,16145.0,15597.0,14733.0,14362.0,13324.0
1189,169798,Eastern Michigan University,Off-campus with family in-district(total),18816.0,17568.0,17073.0,15185.0,15185.0,13671.0,13522.0,13184.0,12842.0,12536.0,12428.0,12119.0,11340.0,10535.0,10241.0,9651.0,9512.0,8727.0
1190,169798,Eastern Michigan University,Off-campus with family in-state(total),18816.0,17568.0,17073.0,15185.0,15185.0,13671.0,13522.0,13184.0,12842.0,12536.0,12428.0,12119.0,11340.0,10535.0,10241.0,9651.0,9512.0,8727.0
1191,169798,Eastern Michigan University,Off-campus with family out-of-state(total),18816.0,17568.0,34254.0,31678.0,31678.0,29714.0,29067.0,28166.0,27254.0,26441.0,26333.0,25514.0,23775.0,21890.0,21596.0,19991.0,19244.0,17460.0
1220,171100,Michigan State University,On-campus in-state(total),29130.0,28862.0,28478.0,27290.0,26048.0,25350.0,24648.0,24028.0,23202.0,21690.0,20994.0,19930.0,18708.0,17503.0,16340.0,14747.0,14167.0,13218.0
1221,171100,Michigan State University,Off-campus with family in-district(total),18608.0,18540.0,18452.0,17506.0,16524.0,16146.0,15792.0,15502.0,14998.0,13870.0,13550.0,12854.0,10546.0,9727.0,9026.0,7825.0,7513.0,8244.0
1222,171100,Michigan State University,Off-campus with family in-state(total),18608.0,18540.0,18452.0,17506.0,16524.0,16146.0,15792.0,15502.0,14998.0,13870.0,13550.0,12854.0,10546.0,9727.0,9026.0,7825.0,7513.0,8244.0
1223,171100,Michigan State University,Off-campus with family out-of-state(total),43914.0,43846.0,43398.0,41334.0,39324.0,37926.0,36680.0,35460.0,33944.0,31826.0,30013.0,28312.0,24406.0,22176.0,20779.0,18670.0,17473.0,17312.0
1244,171571,Oakland University,On-campus in-state(total),27370.0,25524.0,24678.0,24482.0,23222.0,22285.0,21751.0,21636.0,21626.0,20470.0,19298.0,18298.0,16957.0,15952.0,14471.0,13608.0,13252.0,12260.0
1245,171571,Oakland University,Off-campus with family in-district(total),19018.0,17790.0,17198.0,17292.0,16560.0,15911.0,15841.0,15904.0,15920.0,15076.0,14198.0,13353.0,10287.0,9598.0,8391.0,7818.0,7712.0,7008.0
1246,171571,Oakland University,Off-campus with family in-state(total),19018.0,17790.0,17198.0,17292.0,16560.0,15911.0,15841.0,15904.0,15920.0,15076.0,14198.0,13353.0,10287.0,9598.0,8391.0,7818.0,7712.0,7008.0
1247,171571,Oakland University,Off-campus with family out-of-state(total),30382.0,29414.0,29101.0,29768.0,28738.0,29171.0,29101.0,29547.0,29172.0,27466.0,25913.0,24101.0,20337.0,18433.0,15591.0,14418.0,14372.0,13600.0
1260,172699,Western Michigan University,On-campus in-state(total),27071.0,26009.0,25139.0,24680.0,23960.0,22871.0,22250.0,22696.0,22154.0,21315.0,20298.0,19569.0,18479.0,17657.0,16799.0,15558.0,15315.0,14226.0
1261,172699,Western Michigan University,Off-campus with family in-district(total),18191.0,17519.0,16929.0,17047.0,16418.0,15520.0,15137.0,15589.0,15212.0,14502.0,13770.0,13452.0,12487.0,11985.0,11448.0,10478.0,10179.0,9474.0
1262,172699,Western Michigan University,Off-campus with family in-state(total),18191.0,17519.0,16929.0,17047.0,16418.0,15520.0,15137.0,15589.0,15212.0,14502.0,13770.0,13452.0,12487.0,11985.0,11448.0,10478.0,10179.0,9474.0
1263,172699,Western Michigan University,Off-campus with family out-of-state(total),21215.0,20409.0,19685.0,33420.0,31165.0,29752.0,28891.0,28869.0,27944.0,26390.0,24890.0,23944.0,22033.0,21925.0,20826.0,18633.0,17692.0,16159.0
1280,174066,University of Minnesota-Twin Cities,On-campus in-state(total),28819.0,27898.0,27469.0,26719.0,26304.0,25674.0,25281.0,25065.0,24050.0,23058.0,22052.0,21144.0,20158.0,19397.0,18198.0,17334.0,15632.0,14448.0
1281,174066,University of Minnesota-Twin Cities,Off-campus with family in-district(total),18461.0,17988.0,17617.0,17342.0,16990.0,16754.0,16749.0,16653.0,16216.0,15482.0,14660.0,13864.0,12702.0,12197.0,11642.0,10876.0,9588.0,8752.0
1282,174066,University of Minnesota-Twin Cities,Off-campus with family in-state(total),18461.0,17988.0,17617.0,17342.0,16990.0,16754.0,16749.0,16653.0,16216.0,15482.0,14660.0,13864.0,12702.0,12197.0,11642.0,10876.0,9588.0,8752.0
1283,174066,University of Minnesota-Twin Cities,Off-campus with family out-of-state(total),36759.0,33666.0,29803.0,27006.0,25410.0,24004.0,22999.0,21903.0,21216.0,19782.0,18660.0,17864.0,24332.0,23827.0,23272.0,22506.0,21218.0,19326.0
1316,175342,Alcorn State University,On-campus in-state(total),24266.0,24032.0,24106.0,22644.0,22036.0,21392.0,20984.0,20139.0,19189.0,16778.0,16172.0,15658.0,15072.0,14599.0,13911.0,13464.0,12480.0,10997.0
1317,175342,Alcorn State University,Off-campus with family in-district(total),15716.0,15484.0,15288.0,14814.0,14543.0,14219.0,14010.0,13591.0,12972.0,12569.0,12209.0,11894.0,11517.0,11256.0,10889.0,10702.0,9799.0,8581.0
1318,175342,Alcorn State University,Off-campus with family in-state(total),15716.0,15484.0,15288.0,14814.0,14543.0,14219.0,14010.0,13591.0,12972.0,12569.0,12209.0,11894.0,11517.0,11256.0,10889.0,10702.0,9799.0,8581.0
1319,175342,Alcorn State University,Off-campus with family out-of-state(total),15716.0,15484.0,15288.0,14814.0,14543.0,14219.0,14010.0,13591.0,12972.0,12569.0,12209.0,18088.0,17003.0,16432.0,15857.0,15433.0,14305.0,13087.0
1324,175856,Jackson State University,On-campus in-state(total),24780.0,24029.0,23096.0,23069.0,22212.0,21240.0,20640.0,19694.0,18746.0,18568.0,17127.0,17054.0,16416.0,15556.0,14908.0,14316.0,13482.0,12838.0
1325,175856,Jackson State University,Off-campus with family in-district(total),15078.0,14629.0,14121.0,14661.0,14286.0,14002.0,13748.0,13288.0,12450.0,12450.0,11634.0,11434.0,10876.0,10382.0,9864.0,9342.0,8712.0,8162.0
1326,175856,Jackson State University,Off-campus with family in-state(total),15078.0,14629.0,14121.0,14661.0,14286.0,14002.0,13748.0,13288.0,12450.0,12450.0,11634.0,11434.0,10876.0,10382.0,9864.0,9342.0,8712.0,8162.0
1327,175856,Jackson State University,Off-campus with family out-of-state(total),16078.0,25857.0,24814.0,25014.0,24241.0,23574.0,22952.0,21976.0,20440.0,19780.0,18358.0,17778.0,16472.0,15682.0,14772.0,14070.0,13216.0,12666.0
1328,176017,University of Mississippi,On-campus in-state(total),25762.0,25436.0,24822.0,23606.0,23372.0,22704.0,22444.0,21526.0,19852.0,19210.0,18966.0,18438.0,16514.0,14834.0,14414.0,13604.0,12816.0,12716.0
1329,176017,University of Mississippi,Off-campus with family in-district(total),15028.0,14740.0,14320.0,13604.0,13244.0,12796.0,12878.0,12326.0,11462.0,11052.0,10966.0,6306.0,9936.0,5602.0,5220.0,5010.0,4716.0,6716.0
1330,176017,University of Mississippi,Off-campus with family in-state(total),15028.0,14740.0,14320.0,13604.0,13244.0,12796.0,12878.0,12326.0,11462.0,11052.0,10966.0,6306.0,9936.0,5602.0,5220.0,5010.0,4716.0,6716.0
1331,176017,University of Mississippi,Off-campus with family out-of-state(total),31300.0,30694.0,29584.0,27872.0,26474.0,24844.0,23846.0,22310.0,20468.0,19506.0,18910.0,13668.0,16410.0,11566.0,10644.0,10164.0,9626.0,11626.0
1336,176044,Mississippi Valley State University,On-campus in-state(total),20315.0,20714.0,20073.0,18958.0,20501.0,19483.0,19452.0,18613.0,17307.0,16168.0,15758.0,15284.0,14858.0,18062.0,13770.0,12788.0,11531.0,10985.0
1337,176044,Mississippi Valley State University,Off-campus with family in-district(total),14106.0,13760.0,11682.0,10846.0,11745.0,12316.0,12316.0,12103.0,11107.0,10631.0,10677.0,10536.0,10316.0,13820.0,9824.0,5282.0,4461.0,8311.0
1338,176044,Mississippi Valley State University,Off-campus with family in-state(total),14106.0,13760.0,11682.0,10846.0,11745.0,12316.0,12316.0,12103.0,11107.0,10631.0,10677.0,10536.0,10316.0,13820.0,9824.0,5282.0,4461.0,8311.0
1339,176044,Mississippi Valley State University,Off-campus with family out-of-state(total),14106.0,13760.0,11682.0,10846.0,11745.0,12316.0,12316.0,12103.0,11107.0,10631.0,10677.0,13806.0,13220.0,19079.0,15083.0,10291.0,9015.0,12865.0
1340,176080,Mississippi State University,On-campus in-state(total),25904.0,24957.0,24370.0,23582.0,22924.0,22620.0,21670.0,20902.0,19975.0,19198.0,17871.0,16797.0,16037.0,15533.0,15488.0,14179.0,12634.0,11622.0
1341,176080,Mississippi State University,Off-campus with family in-district(total),15692.0,15362.0,14976.0,14382.0,14074.0,13666.0,13023.0,12416.0,7005.0,6661.0,6351.0,6151.0,5978.0,9202.0,8868.0,8496.0,7369.0,6423.0
1342,176080,Mississippi State University,Off-campus with family in-state(total),15692.0,15362.0,14976.0,14382.0,14074.0,13666.0,13023.0,12416.0,7005.0,6661.0,6351.0,6151.0,5978.0,9202.0,8868.0,8496.0,7369.0,6423.0
1343,176080,Mississippi State University,Off-campus with family out-of-state(total),30732.0,29962.0,29016.0,27502.0,26714.0,25004.0,23211.0,21980.0,15870.0,15001.0,14221.0,13503.0,12469.0,15158.0,14328.0,13696.0,12275.0,11339.0
1344,176372,University of Southern Mississippi,On-campus in-state(total),24669.0,24048.0,22883.0,21441.0,20954.0,20600.0,19894.0,19201.0,18426.0,17800.0,17010.0,15644.0,13954.0,12814.0,12526.0,12316.0,11864.0,11482.0
1345,176372,University of Southern Mississippi,Off-campus with family in-district(total),14232.0,13930.0,13252.0,12429.0,12104.0,13960.0,13688.0,13261.0,12792.0,12166.0,11810.0,11100.0,9414.0,8894.0,8606.0,8396.0,7944.0,7407.0
1346,176372,University of Southern Mississippi,Off-campus with family in-state(total),14232.0,13930.0,13252.0,12429.0,12104.0,13960.0,13688.0,13261.0,12792.0,12166.0,11810.0,11100.0,9414.0,8894.0,8606.0,8396.0,7944.0,7407.0
1347,176372,University of Southern Mississippi,Off-campus with family out-of-state(total),16232.0,15930.0,15252.0,21299.0,20974.0,22530.0,21968.0,21373.0,20748.0,20122.0,19460.0,18750.0,16192.0,14922.0,14036.0,13566.0,12822.0,12285.0
1368,178396,University of Missouri-Columbia,On-campus in-state(total),27197.0,26766.0,26611.0,25916.0,24183.0,23597.0,22943.0,22387.0,21874.0,21288.0,20741.0,20477.0,19109.0,18030.0,17100.0,16360.0,15350.0,13952.0
1369,178396,University of Missouri-Columbia,Off-campus with family in-district(total),16689.0,15980.0,15935.0,15618.0,14375.0,14211.0,10361.0,10187.0,10075.0,9571.0,9541.0,9487.0,9079.0,8258.0,7880.0,7522.0,7030.0,11902.0
1370,178396,University of Missouri-Columbia,Off-campus with family in-state(total),16689.0,15980.0,15935.0,15618.0,14375.0,14211.0,10361.0,10187.0,10075.0,9571.0,9541.0,9487.0,9079.0,8258.0,7880.0,7522.0,7030.0,11902.0
1371,178396,University of Missouri-Columbia,Off-campus with family out-of-state(total),34560.0,33050.0,32654.0,31992.0,30032.0,29238.0,24710.0,24296.0,22870.0,21586.0,20632.0,20578.0,19735.0,17840.0,17006.0,16380.0,15848.0,20446.0
1372,178402,University of Missouri-Kansas City,On-campus in-state(total),26421.0,24116.0,23529.0,23460.0,23671.0,22688.0,26694.0,26568.0,26846.0,25956.0,24943.0,24943.0,23134.0,22132.0,21953.0,20396.0,18325.0,16836.0
1373,178402,University of Missouri-Kansas City,Off-campus with family in-district(total),15329.0,13330.0,13223.0,14260.0,14381.0,13860.0,17002.0,17134.0,19855.0,17992.0,17453.0,17453.0,15898.0,15242.0,14808.0,13876.0,12975.0,11746.0
1374,178402,University of Missouri-Kansas City,Off-campus with family in-state(total),15329.0,13330.0,13223.0,14260.0,14381.0,13860.0,17002.0,17134.0,19855.0,17992.0,17453.0,17453.0,15898.0,15242.0,14808.0,13876.0,12975.0,11746.0
1375,178402,University of Missouri-Kansas City,Off-campus with family out-of-state(total),30017.0,25359.0,25005.0,25300.0,24910.0,24308.0,27200.0,27162.0,32023.0,29581.0,28544.0,28544.0,25844.0,24806.0,23934.0,22692.0,21792.0,20280.0
1400,179557,Southeast Missouri State University,On-campus in-state(total),22406.0,21570.0,21004.0,20482.0,20225.0,19786.0,19211.0,18744.0,17882.0,17283.0,16435.0,16019.0,15354.0,14620.0,13926.0,13223.0,12784.0,11973.0
1401,179557,Southeast Missouri State University,Off-campus with family in-district(total),13139.0,12635.0,12289.0,11974.0,11940.0,11785.0,11582.0,11306.0,10982.0,10590.0,10506.0,6695.0,6348.0,5918.0,5545.0,5275.0,4925.0,7322.0
1402,179557,Southeast Missouri State University,Off-campus with family in-state(total),13139.0,12635.0,12289.0,11974.0,11940.0,11785.0,11582.0,11306.0,10982.0,10590.0,10506.0,6695.0,6348.0,5918.0,5545.0,5275.0,4925.0,7322.0
1403,179557,Southeast Missouri State University,Off-campus with family out-of-state(total),19169.0,18372.0,17824.0,17359.0,17325.0,17177.0,16914.0,16541.0,16022.0,15525.0,15141.0,11330.0,10743.0,10043.0,9400.0,8860.0,8510.0,10397.0
1416,180461,Montana State University,On-campus in-state(total),22813.0,22453.0,21129.0,20467.0,20099.0,19760.0,19452.0,19185.0,18548.0,18278.0,17468.0,16808.0,16329.0,15793.0,14907.0,13723.0,12975.0,12321.0
1417,180461,Montana State University,Off-campus with family in-district(total),12513.0,12353.0,11879.0,11567.0,11449.0,11380.0,11232.0,11115.0,10708.0,10378.0,10088.0,6888.0,6799.0,6673.0,6201.0,5507.0,5035.0,7007.0
1418,180461,Montana State University,Off-campus with family in-state(total),12513.0,12353.0,11879.0,11567.0,11449.0,11380.0,11232.0,11115.0,10708.0,10378.0,10088.0,6888.0,6799.0,6673.0,6201.0,5507.0,5035.0,7007.0
1419,180461,Montana State University,Off-campus with family out-of-state(total),31043.0,30069.0,28871.0,27866.0,26681.0,25971.0,25197.0,24472.0,23432.0,22501.0,21751.0,18087.0,17324.0,16522.0,15925.0,15107.0,13597.0,14644.0
1420,180489,The University of Montana,On-campus in-state(total),21668.0,20966.0,20476.0,19521.0,19118.0,17909.0,19106.0,18637.0,18172.0,18600.0,17281.0,15988.0,15717.0,15150.0,14304.0,13857.0,13484.0,12638.0
1421,180489,The University of Montana,Off-campus with family in-district(total),12402.0,12122.0,11998.0,11395.0,10712.0,10345.0,11481.0,11375.0,6672.0,6426.0,6230.0,6030.0,5991.0,5828.0,5512.0,5177.0,4904.0,7548.0
1422,180489,The University of Montana,Off-campus with family in-state(total),12402.0,12122.0,11998.0,11395.0,10712.0,10345.0,11481.0,11375.0,6672.0,6426.0,6230.0,6030.0,5991.0,5828.0,5512.0,5177.0,4904.0,7548.0
1423,180489,The University of Montana,Off-campus with family out-of-state(total),31266.0,29837.0,29878.0,28921.0,27602.0,26618.0,27155.0,26467.0,21050.0,20122.0,18664.0,17305.0,16354.0,15334.0,14227.0,13168.0,12275.0,14331.0
1444,181394,University of Nebraska at Omaha,On-campus in-state(total),22750.0,22300.0,21832.0,20830.0,20350.0,19838.0,19250.0,19535.0,18770.0,17990.0,16610.0,17909.0,16190.0,15538.0,14875.0,14193.0,13532.0,12832.0
1445,181394,University of Nebraska at Omaha,Off-campus with family in-district(total),12830.0,12610.0,12426.0,11914.0,11608.0,11430.0,11160.0,11070.0,10630.0,10240.0,9380.0,10929.0,9380.0,8908.0,8465.0,7973.0,7432.0,6992.0
1446,181394,University of Nebraska at Omaha,Off-campus with family in-state(total),12830.0,12610.0,12426.0,11914.0,11608.0,11430.0,11160.0,11070.0,10630.0,10240.0,9380.0,10929.0,9380.0,8908.0,8465.0,7973.0,7432.0,6992.0
1447,181394,University of Nebraska at Omaha,Off-campus with family out-of-state(total),26094.0,25584.0,25116.0,23834.0,23320.0,22750.0,21500.0,21080.0,20240.0,19310.0,17230.0,20508.0,18493.0,17436.0,16512.0,15638.0,14272.0,12940.0
1448,181464,University of Nebraska-Lincoln,On-campus in-state(total),25716.0,24936.0,25062.0,24245.0,23377.0,22686.0,22246.0,21700.0,20201.0,19262.0,18395.0,17662.0,16629.0,15836.0,14951.0,14227.0,13237.0,12176.0
1449,181464,University of Nebraska-Lincoln,Off-campus with family in-district(total),13886.0,13506.0,14018.0,13419.0,13067.0,12724.0,12714.0,12578.0,12005.0,11602.0,11135.0,10780.0,10106.0,10241.0,9860.0,9018.0,5543.0,7301.0
1450,181464,University of Nebraska-Lincoln,Off-campus with family in-state(total),13886.0,13506.0,14018.0,13419.0,13067.0,12724.0,12714.0,12578.0,12005.0,11602.0,11135.0,10780.0,10106.0,10241.0,9860.0,9018.0,5543.0,7301.0
1451,181464,University of Nebraska-Lincoln,Off-campus with family out-of-state(total),30192.0,29302.0,29138.0,27940.0,27234.0,26644.0,26042.0,25328.0,24290.0,23302.0,22175.0,21400.0,20126.0,19691.0,18770.0,17508.0,13125.0,13894.0
1464,182281,University of Nevada-Las Vegas,On-campus in-state(total),24721.0,24035.0,23451.0,22799.0,22529.0,22172.0,22195.0,21559.0,22864.0,22708.0,21187.0,18693.0,16839.0,16029.0,15162.0,14778.0,13920.0,12006.0
1465,182281,University of Nevada-Las Vegas,Off-campus with family in-district(total),15921.0,15309.0,14719.0,14163.0,14007.0,13592.0,14437.0,14343.0,12114.0,11138.0,10427.0,9363.0,8951.0,4672.0,4416.0,4120.0,3676.0,6756.0
1466,182281,University of Nevada-Las Vegas,Off-campus with family in-state(total),15921.0,15309.0,14719.0,14163.0,14007.0,13592.0,14437.0,14343.0,12114.0,11138.0,10427.0,9363.0,8951.0,4672.0,4416.0,4120.0,3676.0,6756.0
1467,182281,University of Nevada-Las Vegas,Off-campus with family out-of-state(total),30972.0,30456.0,28907.0,28073.0,27917.0,27502.0,28347.0,28253.0,25709.0,24428.0,22767.0,20458.0,19761.0,14583.0,13883.0,12794.0,12163.0,14541.0
1468,182290,University of Nevada-Reno,On-campus in-state(total),25664.0,25204.0,24209.0,23500.0,22812.0,22600.0,22600.0,22800.0,21712.0,21237.0,20345.0,19700.0,19700.0,19098.0,17850.0,16943.0,16220.0,15186.0
1469,182290,University of Nevada-Reno,Off-campus with family in-district(total),14104.0,13834.0,13469.0,12942.0,12772.0,13366.0,13366.0,13572.0,12610.0,11748.0,11095.0,10750.0,10950.0,10674.0,9926.0,9813.0,8572.0,9136.0
1470,182290,University of Nevada-Reno,Off-campus with family in-state(total),14104.0,13834.0,13469.0,12942.0,12772.0,13366.0,13366.0,13572.0,12610.0,11748.0,11095.0,10750.0,10950.0,10674.0,9926.0,9813.0,8572.0,9136.0
1471,182290,University of Nevada-Reno,Off-campus with family out-of-state(total),29156.0,28306.0,27658.0,26852.0,26682.0,27276.0,27276.0,27482.0,26206.0,25038.0,23435.0,21845.0,21760.0,20585.0,19393.0,18487.0,17059.0,16921.0
1528,185828,New Jersey Institute of Technology,On-campus in-state(total),38574.0,37780.0,36498.0,36230.0,35008.0,33628.0,32418.0,31190.0,29274.0,29406.0,27836.0,26982.0,25150.0,24106.0,21694.0,20522.0,19296.0,18670.0
1529,185828,New Jersey Institute of Technology,Off-campus with family in-district(total),26874.0,26380.0,25398.0,24630.0,23708.0,22348.0,21918.0,21440.0,20274.0,19570.0,18856.0,17782.0,16450.0,15406.0,14522.0,13480.0,11900.0,11306.0
1530,185828,New Jersey Institute of Technology,Off-campus with family in-state(total),26874.0,26380.0,25398.0,24630.0,23708.0,22348.0,21918.0,21440.0,20274.0,19570.0,18856.0,17782.0,16450.0,15406.0,14522.0,13480.0,11900.0,11306.0
