Total Expenses,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Revenues,Other Revenue,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,"NCAA/Conference Distributions, Media Rights, and Post-Season Football",Ticket Sales,Total Academic Spending (University-Wide),Total Football Spending,Total Football Coaching Salaries,Athletics Related Debt,"Annual Debt Service, Leases and Rental Fees on Athletic Facilities"
67967712.0,8733694.0,454789.0,847829.0,1411795.0,7171159.0,21631272.0,11519216.0,9978631.0,7231338.0,68171381.0,5161116.0,862547.0,17412615.0,28168146.0,14418164.0,862249421.0,14461262.0,4558918.0,68354176.0,6231918.0
75219319.0,9723435.0,649194.0,1169188.0,1629963.0,6756911.0,24998371.0,12153411.0,11782996.0,7546153.0,75283516.0,5315681.0,1545781.0,21112134.0,31165518.0,14155561.0,924545163.0,15421582.0,4462357.0,98162322.0,7118216.0
78279319.0,11139712.0,618258.0,1141669.0,1887121.0,7634217.0,18696288.0,11735493.0,17454389.0,8173162.0,78355511.0,6364849.0,1649371.0,14837823.0,37461527.0,15626121.0,952183292.0,22764523.0,4249135.0,94374357.0,7896715.0
82565176.0,11656728.0,738255.0,1884782.0,1836643.0,7638612.0,23819392.0,13472171.0,12649649.0,8868945.0,82659447.0,5792771.0,2321161.0,17551225.0,41414631.0,14261192.0,974119241.0,21352821.0,5591141.0,87571532.0,11166185.0
88671148.0,13341619.0,979123.0,1145147.0,2138311.0,9387349.0,24893381.0,15224458.0,12659831.0,9111931.0,88753664.0,6261875.0,2288861.0,21662372.0,41271287.0,15894161.0,991559185.0,23844836.0,6915144.0,79277866.0,11182857.0
4632399.0,118213.0,144533.0,8211.0,47142.0,657941.0,249541.0,1235921.0,1.0,2181921.0,5196627.0,116116.0,1.0,1.0,244341.0,455858.0,138714762.0,1132574.0,449587.0,1.0,1.0
5263899.0,317589.0,126193.0,25511.0,38111.0,788771.0,163624.0,1445425.0,767465.0,1611433.0,5263899.0,19712.0,4125.0,1.0,168593.0,944724.0,154161785.0,1276412.0,575241.0,1.0,1.0
6183142.0,419497.0,86149.0,115111.0,116914.0,982987.0,443229.0,1598798.0,796551.0,1643928.0,6183142.0,248375.0,1.0,1.0,535192.0,1543884.0,152322259.0,1611717.0,667925.0,1.0,1.0
6155211.0,18411.0,119226.0,47911.0,71161.0,1152251.0,141557.0,1915797.0,999691.0,1811319.0,6155213.0,327836.0,1.0,1.0,411961.0,1343463.0,163241689.0,1715611.0,769416.0,1.0,1.0
5859217.0,195511.0,61769.0,45511.0,52626.0,974911.0,177148.0,1814611.0,951873.0,1597279.0,5859218.0,147572.0,1.0,1.0,481419.0,1256316.0,164287931.0,1628334.0,768941.0,1.0,1.0
5674631.0,433751.0,68895.0,21511.0,53117.0,371118.0,124158.0,1814611.0,951873.0,1847739.0,5674632.0,81684.0,1.0,1.0,277913.0,784662.0,165279163.0,1626462.0,768941.0,1.0,1.0
6919322.0,335156.0,88194.0,41111.0,39662.0,1321133.0,223556.0,1816114.0,1186752.0,1961165.0,6919322.0,215156.0,1.0,1.0,554948.0,1853245.0,168115811.0,2132775.0,765827.0,1.0,1.0
5882142.0,67761.0,73489.0,37511.0,34269.0,421594.0,182516.0,1435812.0,841118.0,2789994.0,5882142.0,345692.0,1.0,1.0,515831.0,775541.0,174987868.0,1598615.0,619657.0,1.0,1.0
6411728.0,412674.0,96335.0,1.0,43145.0,613115.0,127257.0,2165884.0,1147284.0,1926134.0,6411728.0,49161.0,1.0,1.0,476551.0,1162546.0,171711994.0,1633561.0,852158.0,1.0,1.0
7217246.0,562716.0,123497.0,3111.0,92139.0,881752.0,268715.0,1776218.0,1536964.0,1972375.0,7217246.0,173185.0,14911.0,1.0,539716.0,1699162.0,171766712.0,1455938.0,672747.0,1.0,1.0
8361416.0,171711.0,111111.0,27511.0,36221.0,1315926.0,52314.0,2178853.0,1156312.0,3523611.0,8361416.0,21111.0,1.0,1.0,533393.0,1176516.0,172183297.0,1993962.0,918111.0,1.0,1.0
7612536.0,35111.0,112999.0,8511.0,64611.0,799514.0,111712.0,2731151.0,1516411.0,2223771.0,7612536.0,17144.0,1.0,1.0,594844.0,1214731.0,179773713.0,1937968.0,1147872.0,1.0,1.0
11236424.0,216387.0,517171.0,6511.0,23276.0,1564461.0,211183.0,2972353.0,1741547.0,2995647.0,9466619.0,195184.0,7145.0,1.0,1999391.0,1426178.0,181816576.0,2888438.0,1226557.0,1.0,1.0
8249184.0,576185.0,11322.0,32825.0,17358.0,913437.0,1111112.0,2661464.0,221223.0,2815468.0,8121167.0,34319.0,69.0,1.0,991781.0,1181285.0,171531381.0,2526918.0,1119218.0,1.0,1.0
9459971.0,1819139.0,196711.0,156111.0,218441.0,858461.0,383255.0,2237248.0,1137988.0,2472738.0,9459971.0,386316.0,1.0,714891.0,321574.0,163337.0,91862216.0,2717216.0,756178.0,1.0,1.0
9968292.0,923786.0,123211.0,21511.0,236214.0,955232.0,464281.0,2417117.0,1795123.0,3142151.0,9968292.0,923498.0,1.0,1.0,471345.0,153248.0,97119282.0,2773616.0,814122.0,27951111.0,1.0
12154751.0,1113624.0,114416.0,14764.0,167911.0,957112.0,977422.0,2541874.0,1947883.0,4339755.0,12154751.0,814521.0,1.0,335711.0,623312.0,421181.0,113194813.0,3155386.0,849992.0,27793311.0,1.0
12261414.0,996889.0,115531.0,17623.0,216419.0,1169441.0,917319.0,2635491.0,1539331.0,4663382.0,12261414.0,374572.0,1.0,741379.0,733378.0,196889.0,112679629.0,3484174.0,886763.0,27118526.0,1918783.0
12619261.0,1225582.0,117126.0,14318.0,231693.0,1111137.0,671422.0,2784352.0,1666336.0,4818395.0,13354125.0,414493.0,1.0,941171.0,785789.0,953112.0,119159517.0,3584259.0,979433.0,26118194.0,2267122.0
12919814.0,1196211.0,114167.0,159519.0,212291.0,1964421.0,761766.0,2715135.0,1631217.0,4287181.0,13431961.0,687549.0,1.0,861154.0,879349.0,759621.0,119273425.0,3819631.0,927519.0,26115411.0,2122267.0
13215127.0,1346773.0,117772.0,69168.0,251231.0,1686865.0,644845.0,2848574.0,1627868.0,4622131.0,13215127.0,253226.0,1.0,731862.0,926828.0,636115.0,118693643.0,3672238.0,953164.0,25857111.0,2184423.0
16317227.0,1875672.0,317824.0,161613.0,251114.0,1988598.0,2751612.0,2988571.0,1618624.0,4374719.0,16317227.0,381854.0,1.0,912787.0,1133736.0,1246169.0,111671679.0,6521896.0,978144.0,29164511.0,2164112.0
16761667.0,1657477.0,428471.0,76165.0,247596.0,1771684.0,2763756.0,3295825.0,1928353.0,4592341.0,16761667.0,411267.0,1.0,859656.0,1536434.0,997949.0,117196678.0,6228797.0,1112694.0,28975511.0,2241965.0
17669621.0,2148843.0,431815.0,26167.0,263112.0,1948298.0,2885276.0,3349122.0,1785337.0,4932761.0,17669621.0,373881.0,1.0,813661.0,1253914.0,991593.0,152167835.0,6846128.0,1132286.0,27789751.0,2241158.0
21151113.0,4765977.0,346944.0,191146.0,252811.0,1317111.0,2953927.0,3451178.0,4113685.0,3868645.0,21555198.0,75715.0,1147361.0,997123.0,832722.0,513165.0,166618615.0,3167891.0,964218.0,1741111.0,211562.0
24521172.0,4675878.0,271211.0,115221.0,256275.0,1854189.0,3842254.0,3761641.0,5121236.0,4733171.0,24652714.0,118873.0,576144.0,1278244.0,751141.0,629814.0,213857917.0,3831881.0,935755.0,1415111.0,238638.0
26286533.0,5318961.0,245761.0,52111.0,319182.0,1911492.0,3794419.0,4161588.0,5315325.0,5287917.0,26113489.0,81219.0,655417.0,1338341.0,691794.0,818849.0,231166917.0,4128194.0,1112854.0,1231111.0,236713.0
28991789.0,5131876.0,414312.0,111511.0,322931.0,2128414.0,4681588.0,4241669.0,5768717.0,6413813.0,28636487.0,116525.0,711951.0,1341159.0,951513.0,1183363.0,248568912.0,4197197.0,1178337.0,51331111.0,1223816.0
31143588.0,5779694.0,417218.0,77511.0,297913.0,2247843.0,4511317.0,4541422.0,6141496.0,7141215.0,31957178.0,56343.0,711866.0,1683251.0,1221847.0,1115214.0,262556342.0,4856489.0,1182251.0,48571111.0,4136599.0
34595223.0,6347744.0,471112.0,229511.0,342113.0,3173113.0,6111761.0,4649151.0,6596114.0,6875147.0,34595223.0,273992.0,916919.0,2126161.0,1289642.0,2325172.0,275247246.0,6618363.0,1142918.0,67191911.0,5837921.0
36172842.0,6593568.0,511516.0,376111.0,388926.0,3671827.0,6182196.0,4663799.0,6517855.0,7188155.0,36172842.0,283591.0,965871.0,2148816.0,1617127.0,2227812.0,289729954.0,6986161.0,956431.0,69587511.0,6315151.0
43767486.0,6419296.0,561173.0,213995.0,478521.0,3959365.0,12575983.0,5186985.0,7131635.0,7441533.0,43767486.0,242318.0,1173156.0,2242769.0,1614252.0,2294984.0,311116261.0,7811552.0,1283623.0,66617711.0,6317834.0
44825711.0,3735161.0,519888.0,475664.0,455731.0,4238145.0,15183234.0,5463962.0,6946965.0,7817151.0,44825711.0,276693.0,1449875.0,2563533.0,1737181.0,2531124.0,317716476.0,8239316.0,1327112.0,63616911.0,5993142.0
47442648.0,4118834.0,624978.0,523893.0,414517.0,4793911.0,16157152.0,5662153.0,7331955.0,8115365.0,47442648.0,335445.0,1548781.0,2583519.0,1511171.0,2783548.0,327272771.0,9121396.0,1533477.0,61557211.0,6113851.0
48211411.0,3589315.0,557752.0,515829.0,471752.0,5644737.0,15459121.0,5979972.0,7414952.0,8587981.0,48211411.0,391716.0,919128.0,2415641.0,1768133.0,3191411.0,351198111.0,11111658.0,1833564.0,57342751.0,5269384.0
51719412.0,3962713.0,635744.0,261411.0,513254.0,6465217.0,16566118.0,6431133.0,7921248.0,8964685.0,51719412.0,394521.0,955455.0,2598783.0,1763674.0,3828939.0,367113532.0,11856184.0,2228412.0,54119911.0,5844941.0
34394621.0,5472969.0,671414.0,1555339.0,591826.0,3314823.0,4651717.0,5938154.0,7713211.0,4497179.0,39884219.0,4176222.0,1265697.0,9691487.0,9135216.0,12766568.0,418947731.0,8466373.0,2919437.0,15312129.0,858875.0
34834467.0,5479848.0,741915.0,1236193.0,1112669.0,3917161.0,3721493.0,6298733.0,8141841.0,4387615.0,43411343.0,4446497.0,511111.0,14179775.0,9556786.0,12469641.0,441269615.0,8971751.0,3177966.0,14974189.0,1277119.0
41362747.0,4435657.0,911329.0,1581749.0,1479316.0,5117721.0,5187763.0,8146286.0,9317223.0,5395714.0,49113716.0,4695418.0,572129.0,13129211.0,12361387.0,14158651.0,492684123.0,11393954.0,3111951.0,12712489.0,1316711.0
51237144.0,11546283.0,711653.0,2541139.0,1211867.0,5145114.0,5876625.0,8546318.0,11122327.0,5547818.0,48417151.0,5181376.0,554771.0,12133138.0,12791641.0,14141647.0,547791821.0,14119451.0,4416747.0,11361889.0,1351611.0
42337682.0,6877443.0,762652.0,1313326.0,839394.0,4646259.0,4849317.0,8838556.0,8776147.0,5434688.0,53436791.0,4589878.0,1218849.0,16396559.0,13832547.0,13616196.0,565511158.0,11317556.0,4169519.0,16899111.0,1882362.0
46549248.0,6153362.0,815931.0,1621729.0,914411.0,4558652.0,6986199.0,9234883.0,11799178.0,5566113.0,69947834.0,5946137.0,1438389.0,26513774.0,17313159.0,14413374.0,596982484.0,13118132.0,4116843.0,27215889.0,1587618.0
51994785.0,6564911.0,968212.0,1981518.0,1178649.0,6741959.0,8289371.0,11343565.0,9115642.0,5811959.0,63271615.0,1935452.0,1976879.0,14816198.0,26697752.0,14619411.0,644315911.0,13654481.0,4943133.0,78961889.0,2174111.0
59325573.0,6647416.0,971674.0,2121525.0,1191341.0,9226573.0,9913449.0,11116241.0,12111977.0,6136387.0,71457283.0,4116192.0,2316219.0,17971185.0,28493433.0,15177529.0,671133812.0,15973141.0,5483552.0,81735111.0,4785344.0
62576616.0,8648111.0,978156.0,1912914.0,1316153.0,7696625.0,11555344.0,12947255.0,11516444.0,7125714.0,72935144.0,6552637.0,2276312.0,18492132.0,28585479.0,15654798.0,711813364.0,16251969.0,6252249.0,78961889.0,5481222.0
67316219.0,7595733.0,945865.0,1981363.0,1155419.0,7311611.0,12917197.0,13369366.0,14266494.0,7774181.0,75323278.0,2893162.0,2225415.0,22527463.0,31426858.0,16347261.0,722888975.0,16162328.0,6864961.0,77531111.0,6286391.0
71884496.0,9638919.0,934314.0,1921935.0,1365144.0,8586387.0,12689686.0,13198221.0,14152231.0,8397661.0,77936664.0,3293573.0,2814438.0,18187939.0,37428194.0,15493415.0,671558457.0,17796347.0,6569364.0,75822515.0,5911674.0
73971354.0,11363471.0,1133133.0,2124416.0,1356416.0,11137971.0,12121411.0,15481113.0,12829111.0,8624643.0,86181528.0,4729485.0,2318512.0,22154333.0,41128657.0,15274164.0,684161411.0,19921373.0,7261114.0,72186979.0,5795514.0
77633258.0,11493661.0,1169619.0,2222374.0,1391123.0,11128151.0,11552888.0,15954183.0,14837811.0,8983761.0,86911319.0,4978411.0,2211128.0,22511877.0,41794832.0,15598454.0,715318181.0,19996794.0,7673393.0,67317749.0,5811111.0
21144745.0,1182364.0,287881.0,34344.0,348437.0,1625286.0,4719648.0,3154473.0,3872315.0,4931116.0,21684821.0,188158.0,936822.0,1312293.0,512115.0,86596.0,357928753.0,2439951.0,1126864.0,1534731.0,156374.0
22811215.0,1597654.0,612596.0,118931.0,315665.0,2391643.0,5535876.0,3727241.0,3682315.0,4828284.0,24311812.0,277742.0,1184321.0,1711879.0,634363.0,657631.0,382294888.0,3747324.0,1111137.0,1754584.0,156374.0
24193211.0,1533996.0,586598.0,171883.0,297295.0,2887317.0,5712866.0,3814819.0,3729512.0,5459935.0,25326241.0,177173.0,1553964.0,1315214.0,1772846.0,669129.0,384129148.0,4623777.0,1218147.0,1211111.0,453952.0
25868226.0,1986216.0,335634.0,177483.0,425511.0,3381291.0,6923134.0,4135197.0,3498175.0,5115897.0,25982351.0,619193.0,1521599.0,1411787.0,834156.0,684516.0,395485755.0,5193615.0,1321182.0,811111.0,438611.0
22735641.0,2198171.0,279637.0,542947.0,341511.0,2891647.0,2155234.0,3841984.0,4968841.0,5516681.0,22913668.0,1153648.0,439813.0,652219.0,1321358.0,486529.0,392134189.0,5336428.0,1129838.0,1.0,1.0
27116813.0,3266642.0,238451.0,568851.0,341659.0,3478855.0,4364216.0,4195939.0,4922416.0,5739795.0,26557674.0,1153775.0,316438.0,1131243.0,1511881.0,742911.0,435766143.0,5135621.0,1155515.0,1.0,1.0
24392281.0,2867192.0,312473.0,379117.0,372838.0,3111581.0,1991499.0,4256858.0,5348814.0,5753119.0,24932694.0,1117696.0,432289.0,968748.0,1165338.0,486944.0,435532351.0,4818896.0,1143125.0,1.0,1.0
26291981.0,2532363.0,186452.0,487246.0,429848.0,3413155.0,2631556.0,6112487.0,4497434.0,6111439.0,25918848.0,1125317.0,527785.0,891312.0,2197911.0,891139.0,441151919.0,5387146.0,1554516.0,1.0,1.0
28129169.0,3851261.0,213335.0,771451.0,443312.0,3586316.0,2841782.0,5935633.0,4318747.0,6171353.0,26118611.0,1114673.0,561597.0,921287.0,2238248.0,519731.0,465739121.0,5718716.0,1588971.0,1.0,1.0
29514148.0,3364888.0,274362.0,944785.0,471844.0,3633485.0,2854651.0,6241237.0,4897363.0,6822434.0,28837711.0,1181712.0,721697.0,1389618.0,3671825.0,915211.0,516194911.0,6319368.0,1611748.0,1.0,1.0
29993311.0,4488121.0,164763.0,573827.0,582693.0,3611612.0,2719282.0,6511793.0,4979331.0,6382911.0,28789819.0,851378.0,989441.0,888299.0,3214532.0,467418.0,374647897.0,6451161.0,2147742.0,1.0,1.0
15239395.0,865763.0,251413.0,218146.0,356419.0,1468725.0,2952451.0,2756267.0,1428189.0,4953132.0,15414996.0,395752.0,418134.0,734139.0,277475.0,661119.0,152968199.0,3582771.0,831723.0,63771314.0,1735116.0
15881116.0,715175.0,281623.0,172179.0,274744.0,1588631.0,2928142.0,3492136.0,1427918.0,5111568.0,16147857.0,479262.0,468197.0,747966.0,525514.0,518829.0,163835263.0,3453662.0,918616.0,62137858.0,1733456.0
15915721.0,814682.0,271731.0,183176.0,336495.0,1554763.0,2939919.0,2934891.0,1618164.0,5251912.0,15948771.0,444694.0,394271.0,519172.0,628848.0,495619.0,172148615.0,3626173.0,919344.0,61312341.0,1735518.0
17736198.0,1133432.0,269331.0,132317.0,288412.0,1389911.0,4116494.0,3151889.0,1733814.0,5731629.0,18152997.0,411523.0,394511.0,1555917.0,612169.0,467851.0,179277911.0,3985871.0,957142.0,58566822.0,1735518.0
17663147.0,711732.0,258114.0,111881.0,318117.0,1589574.0,3312475.0,3384828.0,1912121.0,6196327.0,17746157.0,455711.0,425151.0,568741.0,638779.0,471952.0,181198578.0,4327958.0,1254292.0,56912563.0,1654259.0
18318156.0,752663.0,281537.0,159818.0,286319.0,1344319.0,3733789.0,3412653.0,2111435.0,6336553.0,18379145.0,495999.0,361114.0,923116.0,583669.0,483156.0,186629817.0,4189913.0,1144421.0,55258314.0,1664651.0
81151829.0,17163796.0,653161.0,1843292.0,1178187.0,8181921.0,17861319.0,13527573.0,13162786.0,7779915.0,85118215.0,8382118.0,2345912.0,23252117.0,21121484.0,28519228.0,839181152.0,18525128.0,6631641.0,217567836.0,11662646.0
94451691.0,21788936.0,614267.0,3721891.0,1117355.0,9436649.0,21419677.0,14668312.0,14219547.0,8496158.0,111878633.0,11617774.0,2846361.0,31174177.0,21756128.0,35451193.0,875799914.0,22919545.0,7165637.0,211198511.0,15187969.0
112326769.0,24519546.0,679718.0,2624813.0,1185411.0,9861337.0,23757121.0,16163755.0,14886952.0,8849137.0,111131795.0,11138491.0,2519747.0,38255521.0,26895989.0,31721148.0,828287191.0,25528819.0,8161299.0,216892611.0,13539519.0
91796925.0,16682825.0,573536.0,2373574.0,933561.0,11515932.0,19734565.0,16565426.0,14451411.0,9966117.0,117259352.0,11446719.0,2339891.0,31927129.0,27367974.0,35179579.0,833177571.0,22169946.0,8641227.0,211998811.0,13515136.0
111989116.0,21967435.0,639256.0,1621327.0,1157582.0,11711352.0,19823617.0,19876214.0,15383277.0,11911166.0,114787786.0,12467889.0,2835341.0,35964739.0,29617182.0,31512735.0,851152319.0,24671982.0,11381759.0,196772111.0,13551956.0
115312118.0,19738178.0,615122.0,3587546.0,1346121.0,11974587.0,21187873.0,19688957.0,15977213.0,11296522.0,117457398.0,12953735.0,2915181.0,32189896.0,31577741.0,38917845.0,847193827.0,25822228.0,11162476.0,197214131.0,13479926.0
122945711.0,32699845.0,568241.0,3176911.0,1368557.0,12833667.0,21731233.0,21139585.0,16831811.0,12697882.0,133679256.0,11318479.0,3437777.0,49333582.0,29871443.0,37686975.0,854729519.0,38491225.0,11417174.0,193334531.0,15369889.0
126632377.0,21294691.0,582885.0,3155465.0,1837925.0,15512381.0,26249691.0,23255628.0,17887761.0,13271351.0,138642237.0,11959563.0,3315591.0,39471341.0,39646795.0,41835448.0,913213418.0,28218618.0,12186168.0,67663311.0,5123663.0
123952911.0,15661924.0,819955.0,5192817.0,1948299.0,17164636.0,26486771.0,22711535.0,18869133.0,15318851.0,141651461.0,11189151.0,3316735.0,33539812.0,47941114.0,45222768.0,914952316.0,31531661.0,11591459.0,271311626.0,15388179.0
139139117.0,21371126.0,962268.0,3782794.0,1875822.0,14615725.0,28813867.0,25371481.0,19261253.0,15665185.0,147744233.0,9871943.0,3299132.0,36973785.0,53481837.0,41855136.0,931721932.0,31186567.0,11842483.0,255413311.0,15329531.0
145351316.0,22562111.0,967368.0,3111165.0,2661612.0,15657345.0,28787141.0,26957741.0,21785856.0,15971412.0,145422796.0,11373818.0,3173471.0,35171681.0,52623123.0,41281815.0,955346127.0,31561996.0,12727119.0,242716239.0,21489128.0
14631914.0,651159.0,92427.0,121511.0,293254.0,2185141.0,4191742.0,2891167.0,1429397.0,2778328.0,14656982.0,213764.0,254826.0,2164622.0,1733667.0,865128.0,118783271.0,4254985.0,1345558.0,1.0,1.0
15966998.0,696471.0,82617.0,142428.0,296728.0,2923779.0,4111156.0,2871321.0,1813125.0,3151385.0,16121893.0,195631.0,485879.0,2728546.0,1463511.0,1646699.0,121295131.0,4747114.0,1299612.0,1.0,1.0
16481887.0,814612.0,216858.0,215591.0,319611.0,2514326.0,4351721.0,3189757.0,1688579.0,3311844.0,16587541.0,427417.0,457986.0,2198577.0,1814517.0,987715.0,114125591.0,4781714.0,1395865.0,1.0,1.0
17135283.0,797374.0,195672.0,429348.0,314721.0,2414422.0,4178445.0,3435914.0,1773184.0,3616314.0,17146559.0,545537.0,635142.0,2523734.0,1947518.0,1361274.0,116127143.0,5145127.0,1572869.0,1.0,1.0
18687576.0,949198.0,219745.0,498431.0,311618.0,2619471.0,4644146.0,3866812.0,1623522.0,3954854.0,18734197.0,198193.0,614492.0,3618371.0,1842688.0,953922.0,114791575.0,5891991.0,1923445.0,1.0,1.0
18444386.0,1112622.0,332799.0,521464.0,325813.0,2316211.0,4454366.0,3923513.0,1532249.0,4145359.0,18571493.0,187366.0,628682.0,3262546.0,1332589.0,2147128.0,113697648.0,5836215.0,1817938.0,1.0,1.0
19239117.0,693619.0,231553.0,641281.0,316395.0,2276212.0,4541756.0,4181627.0,1774846.0,4593729.0,19277711.0,128853.0,192154.0,3188914.0,2231885.0,2119333.0,115456716.0,5835716.0,1745936.0,9111111.0,1.0
21849418.0,1166146.0,149269.0,457416.0,357976.0,2633641.0,4715156.0,4763142.0,2277168.0,5339614.0,22219912.0,167644.0,291213.0,4258498.0,3588812.0,1723161.0,114386668.0,6513456.0,1984914.0,8791111.0,211111.0
23112396.0,1616163.0,293524.0,751546.0,359541.0,2933189.0,4449342.0,4414299.0,2153215.0,6142778.0,23388735.0,199537.0,316717.0,5619412.0,3692857.0,1954154.0,121311293.0,7217168.0,1884718.0,8581111.0,211111.0
23828481.0,1426589.0,385289.0,1182583.0,335854.0,2987286.0,4118385.0,4675136.0,2163861.0,6663599.0,24722695.0,231133.0,223841.0,5992599.0,3976892.0,1661811.0,131349413.0,8175697.0,2116625.0,8361111.0,614384.0
23933981.0,1595639.0,461176.0,713428.0,431681.0,2995281.0,4524312.0,5158616.0,2367225.0,5697724.0,23672886.0,214853.0,221111.0,5919141.0,2791128.0,1913585.0,135611831.0,7964218.0,2286161.0,8131111.0,614528.0
16516514.0,2178199.0,322871.0,213821.0,456181.0,1985659.0,2414916.0,2992554.0,2114762.0,3847642.0,16323459.0,1216819.0,216714.0,3256311.0,1741593.0,1961713.0,164119715.0,4992762.0,1273312.0,311413.0,68736.0
23575611.0,3265751.0,589214.0,531398.0,591723.0,3316652.0,4277874.0,3836842.0,2551713.0,4626443.0,23113224.0,1631994.0,244386.0,3464462.0,3416385.0,4411247.0,187519194.0,7111139.0,1561632.0,911111.0,158811.0
24711638.0,3152399.0,554271.0,714473.0,622321.0,3634938.0,4618417.0,3816234.0,2449694.0,5148912.0,22143516.0,1663368.0,245741.0,2781875.0,3657458.0,2986512.0,195181497.0,6845216.0,1512752.0,781521.0,158811.0
25678598.0,3115651.0,592342.0,763141.0,426275.0,3418173.0,4581461.0,3893351.0,3544451.0,5364858.0,23167735.0,2192828.0,187123.0,3584335.0,4161783.0,2788491.0,224254541.0,7575633.0,1519393.0,648311.0,158811.0
26146967.0,3826113.0,983399.0,471752.0,536713.0,3161219.0,4665351.0,4139213.0,2861112.0,5513325.0,27444916.0,1611336.0,176179.0,3855746.0,4142194.0,3946617.0,226115617.0,6438816.0,1771211.0,511275.0,158811.0
26816731.0,4172925.0,793775.0,584738.0,525854.0,3548213.0,4163716.0,4331891.0,2885497.0,5811132.0,29213535.0,1724348.0,166519.0,4111519.0,4452817.0,3611879.0,231132851.0,7241114.0,1972433.0,367268.0,158811.0
28337118.0,3774188.0,1111595.0,712828.0,528114.0,3531872.0,5273151.0,4336562.0,3452689.0,5728319.0,27587274.0,1615131.0,165397.0,3483171.0,3668183.0,3312999.0,223237474.0,7197939.0,1911124.0,13361726.0,658811.0
29441144.0,3855681.0,868215.0,942711.0,542111.0,4165314.0,4692174.0,4436951.0,4218638.0,5819471.0,28717191.0,1697721.0,157416.0,3775174.0,5131811.0,3326138.0,221748759.0,8365781.0,2175192.0,15685148.0,1426458.0
27397219.0,3654192.0,915648.0,567851.0,517279.0,3817163.0,3218217.0,4853272.0,3629711.0,6253988.0,27169138.0,1752116.0,149912.0,3669735.0,5235414.0,3484127.0,231459766.0,7964531.0,2411371.0,14796823.0,1431195.0
28911839.0,3153198.0,861249.0,791111.0,455893.0,4337234.0,3581216.0,5119233.0,3944995.0,6766821.0,31164189.0,1885431.0,279512.0,4138955.0,6281634.0,3499254.0,236215192.0,8862422.0,2584218.0,13698951.0,1364164.0
31342248.0,2951294.0,911411.0,979421.0,519452.0,4135769.0,4298848.0,4918623.0,4285175.0,7353366.0,29287471.0,1968668.0,313428.0,3652264.0,4466111.0,3887681.0,242739185.0,8912287.0,2333161.0,11748669.0,1173149.0
31821355.0,3261741.0,925535.0,568251.0,614515.0,5496861.0,4128387.0,5384694.0,4422863.0,7118521.0,31612153.0,1968953.0,281791.0,3787778.0,5971794.0,3118369.0,235577979.0,9616855.0,2574294.0,11143556.0,1211334.0
6179186.0,518634.0,124296.0,122618.0,161212.0,977619.0,1153917.0,1219442.0,591547.0,1421921.0,6427771.0,212195.0,533673.0,796139.0,418247.0,811221.0,63821231.0,2112326.0,414578.0,2571111.0,285111.0
7362721.0,582895.0,148286.0,121199.0,179651.0,1113912.0,1593152.0,1427433.0,712731.0,1484663.0,7614723.0,328448.0,516347.0,1138882.0,433438.0,1134877.0,87417184.0,2591524.0,479416.0,1981111.0,535111.0
7784725.0,689369.0,153341.0,181556.0,162818.0,1161827.0,1298291.0,1491273.0,857117.0,1891144.0,7874716.0,232417.0,488178.0,912221.0,445515.0,1116119.0,85138422.0,2321291.0,521549.0,1731111.0,251111.0
7891851.0,665154.0,171581.0,268757.0,188119.0,1118863.0,1383112.0,1451569.0,839942.0,1814763.0,7721141.0,213166.0,518371.0,929864.0,518734.0,1211221.0,81617956.0,2181921.0,497649.0,1111111.0,631111.0
9545568.0,1217939.0,156619.0,233586.0,181415.0,1492191.0,1756213.0,1554541.0,949278.0,2113917.0,9836233.0,628381.0,497121.0,1249121.0,752186.0,1241827.0,86822218.0,2648616.0,543131.0,6711111.0,411111.0
11139996.0,1224465.0,145439.0,119876.0,196131.0,1233762.0,2336794.0,1614316.0,976153.0,2293261.0,9745534.0,282171.0,691219.0,1659114.0,813281.0,1113245.0,81119112.0,2482126.0,575297.0,6285111.0,415111.0
11317781.0,1181126.0,424165.0,111424.0,231434.0,1489521.0,1548895.0,1712748.0,914611.0,2716956.0,9714926.0,518425.0,554927.0,1428348.0,891622.0,935369.0,76412418.0,2513296.0,612433.0,5845111.0,711668.0
11911542.0,1168726.0,398168.0,374419.0,233785.0,1545278.0,1639675.0,1695493.0,952499.0,3113519.0,11926299.0,585913.0,654733.0,1555654.0,884886.0,1161426.0,75224755.0,2936293.0,635231.0,5391111.0,692623.0
11241698.0,1115317.0,558213.0,242649.0,221382.0,1294482.0,1858729.0,1739128.0,977756.0,3334142.0,11188939.0,185151.0,853876.0,2141116.0,742765.0,1138752.0,69927161.0,2913446.0,631969.0,4911111.0,713536.0
11913831.0,1147272.0,423735.0,229523.0,251669.0,1349937.0,1652185.0,1929651.0,1264719.0,3655241.0,11711186.0,182589.0,873431.0,1779215.0,824156.0,1359116.0,57353369.0,3333792.0,782171.0,4655111.0,432931.0
11653116.0,841664.0,329312.0,119896.0,211214.0,1316154.0,1521281.0,2199652.0,1282534.0,3941411.0,11654791.0,176155.0,819627.0,1557899.0,923993.0,1111114.0,61795138.0,3154144.0,793238.0,4411111.0,432713.0
